classify	group_tcr_asset_amt	age	year_activity_level	vehicle_loss_insured_value	last_quar_deposit_ave_bal	city	group_new_customer_flag	group_asset_level	education_cd	tcr_asset_mon_chg_amt
1	1843.52	53.0	0.0	71800	0.0	21	0	2	0	0.0
1	3527.5	28.0	1.0	172373	0.0	7	0	3	0	0.0
1	11777.5	27.0	0.0	0	0.0	21	0	2	8	0.0
1	855.0	37.0	1.0	68800	0.0	10	0	0	0	0.0
1	0.01	53.0	0.0	66725	0.0	21	0	1	2	0.0
1	3528.9	34.0	0.0	125800	0.0	21	0	3	0	0.0
1	950.0	39.0	0.0	110000	0.0	8	0	0	0	0.0
1	13880.82	33.0	1.0	0	13880.82	1	0	3	5	-2097.73
1	665.0	37.0	0.0	80000	0.0	21	0	0	0	0.0
1	2255.68	39.0	0.0	77900	0.0	7	0	2	0	0.0
1	4503.82	41.0	2.0	179010	0.0	8	0	3	0	0.0
1	10116.6	46.0	5.0	194800	0.0	21	0	3	0	0.0
1	3055.0	50.0	2.0	117800	0.0	21	0	3	0	0.0
1	3152.44	45.0	0.0	115900	0.0	18	0	4	0	0.0
1	2140.12	45.0	0.0	31000	0.0	21	0	2	0	0.0
1	3299.0	37.0	1.0	40200	0.0	21	0	2	6	0.0
1	61894.66	31.0	2.0	0	2773.5	21	0	2	6	6090.25
1	1823.38	42.0	0.0	27100	0.0	12	0	1	0	0.0
1	1373.4	26.0	1.0	71900	0.0	21	0	2	0	0.0
1	1801.61	47.0	2.0	35800	0.0	21	0	1	0	0.0
1	277649.05	36.0	4.0	54720	271952.65	10	0	4	0	2017.76
1	4021.28	53.0	0.0	184320	0.0	21	0	3	0	0.0
1	0.5	31.0	0.0	0	0.0	18	0	2	0	0.0
1	26310.38	41.0	1.0	38000	0.0	21	0	2	0	0.0
1	0.0	8.0	0.0	0	0.0	21	0	0	0	0.0
1	1405.6	73.0	2.0	58240	0.0	3	0	2	0	0.0
1	60390.27	23.0	10.0	120556.8	547.87	14	0	3	0	3936.42
1	32.59	22.0	0.0	0	32.59	3	0	1	4	-32.7
1	2209.33	24.0	3.0	44022	0.0	20	0	2	0	2209.33
1	694.58	30.0	0.0	100710	694.58	21	0	4	0	-4.04
1	37059.52	33.0	2.0	0	0.0	18	0	4	4	750.0
1	0.0	37.0	0.0	0	0.0	1	0	1	5	0.0
1	49468.1	37.0	0.0	87700	4489.34	5	0	4	5	22030.88
1	0.0	45.0	1.0	0	0.0	21	0	0	0	0.0
1	2102.6	45.0	0.0	32300	0.0	21	0	1	0	0.0
1	9832.09	20.0	4.0	0	2507.54	21	0	3	5	1780.58
1	100830.74	29.0	4.0	0	33892.89	21	0	4	4	3841.08
1	19501.84	28.0	5.0	0	1753.28	21	0	4	6	1717.06
1	5839.88	42.0	0.0	147500	0.0	21	0	3	0	0.0
1	31.5	53.0	0.0	67000	0.0	18	0	1	0	0.0
1	7898.75	47.0	3.0	130800	0.0	21	0	3	0	0.0
1	7743.49	45.0	4.0	281475	0.0	8	0	4	0	0.0
1	3717.29	52.0	0.0	182900	0.0	21	0	3	0	0.0
1	665.0	38.0	0.0	143800	0.0	21	0	0	0	-43.96
1	770.0	48.0	0.0	0	0.0	21	0	0	0	0.0
1	0.0	8.0	1.0	0	0.0	12	0	0	0	0.0
1	23131.23	31.0	5.0	0	1663.47	2	0	2	0	-1844.33
1	135210.81	35.0	8.0	0	8082.29	1	0	4	5	5440.8
1	2450.0	44.0	0.0	60000	0.0	19	0	2	0	0.0
1	11445.05	26.0	6.0	0	1336.92	21	0	4	0	217.36
1	3209.89	48.0	0.0	127900	0.0	21	0	3	0	0.0
1	1997.31	50.0	0.0	36000	0.0	18	0	1	0	0.0
1	0.0	5.0	1.0	0	0.0	20	0	0	0	0.0
1	5898.79	42.0	0.0	66800	0.0	8	0	2	0	0.0
1	20584.13	34.0	4.0	0	1059.28	17	0	4	0	-25.58
1	15000.0	28.0	0.0	0	0.0	21	0	3	0	0.0
1	950.0	33.0	0.0	485000	0.0	18	0	0	0	-665.0
1	0.0	27.0	1.0	0	0.0	1	0	0	0	0.0
1	2688.86	34.0	0.0	85800	0.0	21	0	2	0	0.0
1	24756.89	43.0	0.0	67800	0.0	12	0	4	0	7084.0
1	770.0	43.0	0.0	0	0.0	21	0	0	0	0.0
1	760.0	23.0	0.0	75900	0.0	21	0	0	0	0.0
1	855.0	43.0	0.0	0	0.0	21	0	0	0	0.0
1	5936.12	32.0	2.0	153126	0.0	21	0	3	0	0.0
1	0.0	24.0	0.0	0	0.0	18	0	2	6	0.0
1	5184.09	32.0	0.0	40000	1481.8	3	0	2	0	-1325.05
1	7861.04	28.0	9.0	0	1631.14	12	0	4	0	629.29
1	59068.58	45.0	8.0	0	444.6	21	0	4	5	1088.43
1	1976.46	31.0	2.0	80820	0.0	4	0	2	0	0.0
1	20190.34	26.0	0.0	336500	0.0	21	0	4	0	0.0
1	3768.9	35.0	0.0	97800	0.0	21	0	2	0	0.0
1	61553.43	29.0	2.0	139800	0.0	21	0	4	7	0.0
1	18085.65	26.0	2.0	478692	0.0	21	0	4	0	0.0
1	2775.73	28.0	0.0	40321	0.0	21	0	2	0	0.0
1	0.0	37.0	0.0	184410	0.0	21	0	2	5	-4031.26
1	3014.95	24.0	3.0	0	1474.95	7	0	1	5	642.17
1	760.0	25.0	0.0	72810	0.0	21	0	1	0	0.0
1	39544.44	28.0	3.0	0	0.0	21	0	3	5	-3166.07
1	5919.8	42.0	1.0	178500	0.0	21	0	3	0	0.0
1	0.0	23.0	1.0	0	0.0	20	0	0	5	0.0
1	1202.74	56.0	0.0	68310	0.0	10	0	2	0	0.0
1	0.0	50.0	0.0	0	0.0	13	0	2	4	0.0
1	0.0	25.0	2.0	0	0.0	2	0	3	5	0.0
1	8952.06	26.0	4.0	0	0.0	11	0	3	6	760.0
1	4232.93	41.0	3.0	89219.2	0.0	21	0	3	5	4232.93
1	30470.87	24.0	2.0	0	30420.87	12	0	2	4	-7562.52
1	3832.42	24.0	3.0	0	3832.42	7	0	3	0	3086.28
1	5964.41	0	1.0	0	0.0	21	1	3	0	-34098.38
1	41748.98	26.0	3.0	0	7085.67	21	0	4	7	-2703.67
1	12883.08	29.0	7.0	198800	3331.48	12	0	4	0	54.2
1	315.06	0	0.0	0	0.0	21	1	1	0	0.8
1	13446.06	28.0	0.0	0	0.0	2	0	3	4	0.0
1	372.82	0	0.0	0	0.0	21	1	1	0	215.59
1	770.0	42.0	0.0	0	0.0	21	0	0	0	0.0
1	30916.97	33.0	3.0	56610	82.96	21	0	3	7	-379.27
1	10158.26	0	0.0	0	0.0	21	1	1	0	5601.08
1	58464.96	0	0.0	0	0.0	21	1	2	0	55825.93
1	17382.67	0	0.0	0	0.0	21	1	2	0	-714.09
1	1.72	0	0.0	0	0.0	21	1	1	0	0.0
1	855.0	44.0	0.0	0	0.0	21	0	0	0	0.0
1	4707.95	39.0	0.0	138700	0.0	2	0	2	0	0.0
1	2.41	0	0.0	0	0.0	21	1	1	0	0.6
1	950.0	32.0	1.0	0	0.0	21	0	0	0	0.0
1	760.0	31.0	1.0	0	0.0	21	0	0	0	0.0
1	7233.38	54.0	4.0	114120	0.0	21	0	4	0	0.0
1	4712.01	46.0	2.0	78500	0.0	21	0	2	0	0.0
1	100.0	62.0	1.0	0	0.0	21	0	0	0	0.0
1	0.0	32.0	1.0	0	0.0	21	0	0	0	0.0
1	0.24	0	1.0	0	0.0	21	1	1	0	0.24
1	0.0	76.0	1.0	0	0.0	21	0	0	0	0.0
1	1.0	0	1.0	0	0.0	21	1	1	0	0.0
1	0.16	0	1.0	0	0.0	21	1	1	0	0.16
1	0.2	0	1.0	0	0.0	21	1	1	0	0.0
1	4267.28	26.0	2.0	80750	0.0	10	0	2	0	0.0
1	3029.35	45.0	2.0	59840	0.0	21	0	2	0	0.0
1	2364.92	24.0	1.0	0	0.0	21	0	1	0	16.23
1	2.3	0	1.0	0	0.0	21	1	1	0	0.0
1	28.88	0	1.0	0	0.0	21	1	1	0	4.87
1	0.75	0	1.0	0	0.0	21	1	2	0	-22.95
1	9297.0	0	1.0	0	0.0	21	1	4	0	-109751.16
1	3923.24	33.0	2.0	0	0.0	21	1	1	0	-1111.75
1	8.36	0	1.0	0	0.0	21	1	1	0	2.16
1	4014.03	54.0	2.0	65100	0.0	21	0	2	0	0.0
1	950.0	44.0	1.0	0	0.0	21	0	0	0	0.0
1	14.4	0	1.0	0	0.0	21	1	1	0	0.18
1	855.0	35.0	1.0	0	0.0	21	0	0	0	0.0
1	990.0	41.0	1.0	0	0.0	11	0	0	0	0.0
1	5.0	31.0	1.0	0	0.0	21	0	0	1	0.0
1	0.38	0	1.0	0	0.0	21	1	1	0	0.18
1	3768.1	21.0	2.0	74451	0.0	7	0	2	0	0.0
1	1045.0	42.0	1.0	0	0.0	20	0	0	0	0.0
1	4533.67	45.0	2.0	138800	0.0	21	0	3	0	0.0
1	0.67	0	1.0	0	0.0	21	1	3	0	-40952.17
1	5921.58	23.0	2.0	114800	0.0	21	0	3	0	0.0
1	12.5	0	1.0	0	0.0	21	1	1	0	4.0
1	0.0	27.0	1.0	0	0.0	2	0	0	0	0.0
1	1917.69	44.0	0.0	33779	0.0	21	0	2	0	0.0
1	298.0	63.0	0.0	0	0.0	21	0	0	0	0.0
1	0.0	49.0	1.0	0	0.0	20	0	0	0	0.0
1	5269.52	46.0	2.0	0	613.02	2	0	3	0	428.55
1	760.0	29.0	1.0	0	0.0	21	0	0	0	0.0
1	2592.21	26.0	2.0	30530.5	0.0	3	0	2	0	0.0
1	5853.68	31.0	2.0	0	0.0	21	0	4	7	0.0
1	6457.16	43.0	2.0	101900	0.0	21	0	3	0	0.0
1	0.5	47.0	2.0	0	0.0	21	1	1	0	0.0
1	0.0	54.0	1.0	0	0.0	1	0	0	0	0.0
1	3859.5	30.0	1.0	0	0.0	11	0	4	8	0.0
1	101.91	0	1.0	0	0.0	21	1	1	0	1.61
1	0.0	44.0	1.0	0	0.0	21	0	0	0	0.0
1	3210.25	23.0	2.0	34080	0.0	21	0	2	0	0.0
1	5.0	4.0	1.0	0	0.0	21	0	0	0	0.0
1	6.48	19.0	1.0	0	0.0	21	0	1	0	0.0
1	770.0	30.0	1.0	0	0.0	21	0	0	0	0.0
1	3739.18	28.0	2.0	71270.4	0.0	11	0	2	0	0.0
1	0.0	16.0	1.0	0	0.0	21	0	0	0	0.0
1	0.0	12.0	2.0	0	0.0	2	0	0	0	0.0
1	2.0	0	1.0	0	0.0	21	1	1	0	-6.0
1	365.0	0.0	1.0	0	0.0	21	0	0	0	365.0
1	855.0	42.0	1.0	0	0.0	19	1	0	0	855.0
1	10.0	26.0	1.0	0	0.0	21	0	0	0	10.0
1	665.0	33.0	1.0	0	0.0	19	1	0	0	665.0
1	665.0	53.0	1.0	0	0.0	21	1	0	0	665.0
1	7241.29	23.0	2.0	0	0.0	21	1	3	6	7241.29
1	0.36	0	1.0	0	0.0	21	1	1	0	0.36
1	6087.55	20.0	1.0	0	0.0	21	1	3	7	6087.55
1	1828.0	37.0	1.0	222800	0.0	3	0	3	7	0.0
1	735460.84	48.0	3.0	73900	147548.55	21	0	4	4	109367.7
1	120379.0	50.0	0.0	103000	0.0	12	0	3	5	0.0
1	18000.0	55.0	0.0	0	0.0	7	0	2	0	0.0
1	17136.0	36.0	1.0	0	0.0	7	0	3	7	0.0
1	18765.0	54.0	0.0	278700	0.0	17	0	4	0	0.0
1	253788.53	43.0	21.0	0	0.0	15	0	4	7	-24028.71
1	32000.0	43.0	0.0	60900	0.0	21	0	3	3	0.0
1	84203.2	41.0	0.0	0	0.0	1	0	3	8	6238.1
1	469417.64	43.0	0.0	106930	0.0	21	0	4	7	0.0
1	148505.23	42.0	1.0	515000	0.0	21	0	4	0	12756.0
1	1977.24	38.0	0.0	244000	0.0	21	0	3	0	-1524.16
1	23167.53	41.0	5.0	0	0.0	21	0	4	0	8754.29
1	2175.23	47.0	2.0	73500	0.0	8	0	2	0	0.0
1	880.0	41.0	1.0	62300	0.0	12	0	0	0	0.0
1	79443.04	48.0	0.0	25200	0.0	1	0	3	8	7267.22
1	4418.67	46.0	3.0	162630	0.0	11	0	3	0	0.0
1	950.0	27.0	0.0	0	0.0	21	0	0	0	0.0
1	760.0	40.0	0.0	278700	0.0	13	0	3	0	0.0
1	11414.19	44.0	0.0	598861	0.0	8	0	4	0	0.0
1	7530.06	27.0	3.0	0	2339.23	8	0	3	0	1046.18
1	137.61	45.0	0.0	0	137.61	8	0	1	0	1.7
1	147814.73	31.0	11.0	88900	4313.69	16	0	4	0	397.76
1	4357.4	65.0	2.0	181800	0.0	21	0	3	0	0.0
1	1968.36	44.0	0.0	40000	0.0	3	0	2	0	0.0
1	101396.92	46.0	1.0	0	7038.13	7	0	3	5	-7265.23
1	12034.46	37.0	3.0	83520	0.0	8	0	3	0	0.0
1	13751.9	40.0	1.0	0	0.0	17	0	2	0	0.0
1	109365.89	30.0	6.0	223021	7023.1	8	0	4	7	-561.79
1	47270.81	28.0	15.0	0	3028.34	21	0	3	0	-246.54
1	1315.63	27.0	0.0	0	1315.63	21	0	2	0	128.36
1	43765.25	31.0	0.0	70000	1384.6	11	0	4	5	473.63
1	0.0	26.0	0.0	0	0.0	16	0	1	0	-950.0
1	76620.0	34.0	2.0	55800	0.0	21	0	3	4	12000.0
1	8146.01	45.0	0.0	108300	0.0	1	0	3	0	0.0
1	11129.82	30.0	0.0	106800	9345.86	8	0	2	4	4157.44
1	11663.26	27.0	6.0	0	304.66	8	0	3	0	-229.47
1	3689.84	58.0	0.0	100000	350.13	21	0	4	0	238.57
1	1670.43	38.0	0.0	95000	71.83	8	0	3	5	0.02
1	2643.13	37.0	0.0	84700	0.0	21	0	2	0	0.0
1	3188.3	50.0	0.0	85320	0.0	21	0	2	0	0.0
1	122064.86	35.0	0.0	125300	8195.6	21	0	4	0	-5336.79
1	78644.09	31.0	2.0	0	3353.31	20	0	4	5	3189.17
1	52792.5	32.0	0.0	176900	0.0	18	0	2	0	0.0
1	196951.62	41.0	5.0	0	6151.02	21	0	4	6	-307.51
1	3409.9	51.0	0.0	114000	0.0	21	0	2	0	0.0
1	13588.27	28.0	1.0	125800	0.0	10	0	3	0	525.69
1	22023.57	28.0	1.0	0	0.0	21	0	2	8	293.0
1	1275.51	50.0	0.0	72000	0.0	3	0	1	0	0.0
1	1445.82	42.0	0.0	25330	0.0	21	0	1	0	0.0
1	699.9	39.0	2.0	78000	0.0	20	0	2	0	0.0
1	14470.86	30.0	3.0	0	5384.74	7	0	4	0	9004.67
1	4441.77	38.0	0.0	118900	0.0	14	0	3	0	0.0
1	2150.26	29.0	0.0	122800	0.0	8	0	3	0	0.0
1	16753.17	31.0	0.0	69100	0.0	10	0	4	0	0.0
1	8328.0	38.0	2.0	149310	0.0	14	0	4	0	0.0
1	265535.54	31.0	5.0	0	912.33	21	0	4	7	787.24
1	760.0	45.0	0.0	0	0.0	8	0	0	0	0.0
1	0.0	31.0	0.0	0	0.0	21	0	3	0	0.0
1	223575.52	45.0	3.0	106900	0.0	21	0	4	5	2459.0
1	1548.3	26.0	2.0	162800	0.0	21	0	3	0	0.0
1	100.0	56.0	0.0	0	0.0	1	0	0	7	0.0
1	75798.83	40.0	0.0	113800	8417.28	2	0	3	6	2100.74
1	4029.78	52.0	1.0	41800	0.0	21	0	2	0	0.0
1	3640.57	26.0	0.0	55155	0.0	21	0	2	0	855.0
1	28964.06	32.0	7.0	83400	2344.27	7	0	4	0	12993.56
1	44935.17	39.0	0.0	70020	0.0	11	0	3	0	-1807.6
1	64922.89	28.0	8.0	109800	6262.53	20	0	3	7	1485.33
1	3958.65	35.0	2.0	31500	2017.62	2	0	2	0	1827.06
1	1460.15	36.0	0.0	57000	0.0	20	0	2	0	0.0
1	24000.0	32.0	0.0	0	0.0	21	0	3	0	0.0
1	2550.12	28.0	0.0	163000	0.0	21	0	3	0	0.0
1	2900.07	33.0	1.0	47800	0.0	19	0	2	0	-525.36
1	38492.14	27.0	2.0	75150	0.0	8	0	4	6	0.0
1	3556.12	43.0	0.0	130000	0.0	21	0	3	0	0.0
1	5240.44	32.0	2.0	0	1043.58	21	0	4	6	53.51
1	18229.53	27.0	6.0	110500	243.08	2	0	3	0	-54.96
1	4187.66	39.0	2.0	37000	0.0	21	0	2	0	0.0
1	5826.94	31.0	0.0	0	0.0	11	0	3	0	-19.9
1	19952.04	32.0	14.0	79800	0.0	21	0	4	0	758.0
1	760.0	34.0	0.0	0	0.0	17	0	0	0	0.0
1	13711.62	25.0	9.0	0	3656.63	21	0	3	0	2991.48
1	6.52	32.0	0.0	0	6.52	8	0	1	8	-6.9
1	0.0	32.0	0.0	212500	0.0	3	0	3	5	-4851.9
1	166583.15	34.0	2.0	162630	265.64	8	0	4	0	90.32
1	50515.73	33.0	4.0	0	2904.94	3	0	4	6	555.8
1	2142.18	58.0	0.0	62800	0.0	21	0	2	0	0.0
1	31006.66	30.0	0.0	0	228.67	3	0	3	4	4494.36
1	19049.96	31.0	0.0	0	1562.59	21	0	3	6	89.07
1	15493.59	23.0	4.0	0	488.32	21	0	4	6	7950.26
1	0.0	31.0	0.0	0	0.0	9	0	1	8	0.0
1	18941.25	43.0	7.0	0	1098.35	3	0	3	0	-216.81
1	29170.22	41.0	0.0	258120	0.0	21	0	4	0	10549.0
1	2930.18	43.0	0.0	44800	0.0	21	0	2	0	0.0
1	1787.75	25.0	0.0	42000	0.0	8	0	2	0	0.0
1	5161.33	0	0.0	0	0.0	21	1	1	0	2608.78
1	106939.24	0	0.0	0	0.0	21	1	4	0	75858.7
1	14125.84	36.0	7.0	41520	0.0	21	0	4	0	-0.6
1	665.0	51.0	0.0	0	0.0	21	0	0	0	0.0
1	1583.51	63.0	0.0	180030	0.0	3	0	3	0	0.0
1	565.08	24.0	0.0	0	474.65	21	0	1	4	-1471.61
1	15541.68	38.0	5.0	0	265.4	21	0	4	7	-191.37
1	18.3	0	1.0	0	0.0	21	1	1	0	0.01
1	13314.16	0	0.0	0	0.0	21	1	2	0	27.26
1	53583.23	0	0.0	0	0.0	21	1	4	0	-4893.34
1	18442.64	0	0.0	0	0.0	21	1	2	0	5179.02
1	955.0	26.0	1.0	0	0.0	21	0	0	0	0.0
1	11005.14	0	0.0	0	0.0	21	1	2	0	104.52
1	0.0	1.0	1.0	0	0.0	1	0	0	10	0.0
1	3341.7	25.0	1.0	61110	0.0	21	0	2	0	0.0
1	950.0	28.0	0.0	0	0.0	21	0	0	0	95.0
1	9873.23	35.0	3.0	233164	0.0	21	0	4	0	0.0
1	20655.33	29.0	6.0	72237	0.0	21	0	4	5	7992.71
1	11727.57	30.0	6.0	66961	0.0	21	0	2	6	0.0
1	13577.94	0	0.0	0	0.0	21	1	2	0	1243.5
1	11.05	0	1.0	0	0.0	21	1	1	0	0.0
1	5233.64	27.0	4.0	119900	0.0	20	0	3	0	0.0
1	17.14	0	1.0	0	0.0	21	1	1	0	0.01
1	4813.58	0	0.0	0	0.0	21	1	1	0	877.99
1	665.0	57.0	1.0	0	0.0	21	0	0	0	0.0
1	4073.94	36.0	0.0	131000	0.0	21	0	3	0	-2414.77
1	0.0	51.0	0.0	0	0.0	21	0	0	0	0.0
1	176.33	0	1.0	0	0.0	21	1	1	0	11.52
1	0.18	0	1.0	0	0.0	21	1	1	0	0.18
1	3.29	48.0	1.0	0	0.0	21	0	1	0	0.0
1	4543.24	46.0	4.0	130000	0.0	21	0	3	0	0.0
1	7849.36	0	1.0	0	0.0	21	1	2	0	-91499.19
1	0.0	4.0	1.0	0	0.0	3	0	0	0	0.0
1	0.5	0	1.0	0	0.0	21	1	1	0	0.0
1	760.0	40.0	1.0	0	0.0	21	0	0	0	0.0
1	1100.0	47.0	1.0	0	0.0	21	0	0	0	0.0
1	0.0	79.0	1.0	0	0.0	21	0	0	0	0.0
1	2740.71	57.0	2.0	0	0.0	3	0	0	0	0.0
1	0.0	4.0	0.0	0	0.0	11	0	0	0	0.0
1	3041.13	43.0	2.0	43600	0.0	21	0	2	0	0.0
1	5492.81	30.0	3.0	158220	0.0	21	0	3	0	0.0
1	0.88	0	1.0	0	0.0	21	1	1	0	0.88
1	0.8	0	1.0	0	0.0	21	1	1	0	-0.2
1	104.07	0	1.0	0	0.0	21	1	1	0	0.63
1	2.8	0	1.0	0	0.0	21	1	1	0	0.0
1	1100.0	23.0	1.0	0	0.0	21	0	0	0	0.0
1	230633.2	0	1.0	0	0.0	21	1	4	0	70417.26
1	6.66	0	1.0	0	0.0	21	1	1	0	0.16
1	4976.68	41.0	2.0	93420	0.0	3	0	3	0	0.0
1	0.57	0	1.0	0	0.0	21	1	1	0	0.0
1	46175.08	0	1.0	0	0.0	21	1	4	0	-40770.72
1	3885.91	33.0	2.0	48000	0.0	5	0	2	0	0.0
1	3208.08	58.0	3.0	62730	0.0	21	0	2	0	0.0
1	990.0	43.0	1.0	0	0.0	21	0	0	0	0.0
1	6.21	0	1.0	0	0.0	21	1	1	0	0.0
1	3453.79	44.0	2.0	54775	0.0	21	0	2	0	0.0
1	5305.5	27.0	2.0	0	0.0	11	0	3	5	0.0
1	4041.01	26.0	2.0	111421	0.0	11	0	3	0	0.0
1	0.0	0.0	1.0	0	0.0	21	0	0	10	0.0
1	2.0	0	1.0	0	0.0	21	1	1	0	0.0
1	950.0	33.0	1.0	0	0.0	21	0	0	0	0.0
1	950.0	44.0	1.0	0	0.0	21	0	0	0	0.0
1	1813.88	45.0	2.0	16156	0.0	12	0	1	0	0.0
1	6440.55	38.0	2.0	216397	0.0	21	0	4	0	0.0
1	950.0	44.0	1.0	0	0.0	21	0	0	0	0.0
1	3046.8	43.0	2.0	0	0.0	21	0	3	6	0.0
1	9371.53	29.0	4.0	0	0.0	21	0	3	0	0.0
1	1100.0	44.0	1.0	0	0.0	11	0	0	0	0.0
1	10.0	44.0	1.0	0	0.0	21	0	0	0	0.0
1	812.6	34.0	1.0	35038	0.0	20	0	2	0	0.0
1	100.0	31.0	1.0	0	0.0	21	0	0	0	0.0
1	1762.68	0	1.0	0	0.0	21	1	1	0	-245.63
1	0.0	2.0	1.0	0	0.0	21	0	0	0	0.0
1	1.92	0	1.0	0	0.0	21	1	1	0	-598.59
1	0.0	60.0	1.0	0	0.0	21	0	0	0	0.0
1	3274.0	26.0	1.0	45600	0.0	21	0	2	0	0.0
1	2604.5	27.0	3.0	38661	0.0	17	0	2	0	0.0
1	1694.14	35.0	1.0	106400	0.0	17	0	3	0	0.0
1	1.62	0	1.0	0	0.0	21	1	1	0	-398.51
1	10.0	28.0	1.0	0	0.0	21	0	0	0	0.0
1	4729.44	48.0	2.0	82620	0.0	21	0	2	0	0.0
1	4401.21	23.0	1.0	0	0.0	21	1	3	4	0.0
1	0.0	46.0	1.0	0	0.0	20	1	0	0	0.0
1	0.0	58.0	1.0	0	0.0	21	1	0	0	0.0
1	70.06	0	1.0	0	0.0	21	1	1	0	70.06
1	10.0	0	1.0	0	0.0	21	1	1	0	10.0
1	5852.4	37.0	1.0	0	0.0	21	1	3	6	5852.4
1	0.0	11.0	1.0	0	0.0	21	1	0	0	0.0
1	20.0	0	1.0	0	0.0	21	1	1	0	20.0
1	1892137.85	40.0	2.0	0	315533.34	4	0	5	7	-602.47
1	153523.68	53.0	0.0	0	0.0	4	0	3	4	0.0
1	188985.98	43.0	0.0	146800	0.0	3	0	4	4	10323.5
1	59022.17	38.0	4.0	0	44022.17	3	0	5	0	-30787.5
1	12000.0	42.0	0.0	0	0.0	10	0	3	5	0.0
1	7378.69	53.0	0.0	142800	3079.27	10	0	3	0	0.76
1	4118.2	44.0	0.0	98100	0.0	21	0	3	0	0.0
1	1982939.15	53.0	1.0	0	120307.97	12	0	5	5	3056.39
1	11284.0	51.0	0.0	0	0.0	21	0	1	9	0.0
1	77763.17	59.0	6.0	0	0.0	21	0	3	6	56.94
1	4370.0	56.0	0.0	35000	0.0	21	0	1	0	0.0
1	167508.0	44.0	0.0	0	0.0	21	0	3	0	12000.0
1	0.09	33.0	0.0	0	0.0	21	0	1	5	0.0
1	107300.2	51.0	0.0	0	0.0	17	0	4	5	0.0
1	43696.41	51.0	0.0	0	2100.61	21	0	4	7	343.51
1	3956.52	59.0	0.0	73621	0.0	21	0	2	0	0.0
1	4986.56	34.0	3.0	53000	0.0	17	0	2	0	0.0
1	82933.75	40.0	0.0	0	11862.97	17	0	3	3	-293.23
1	51625.87	46.0	2.0	106200	0.0	21	0	4	6	2690.37
1	40994.88	37.0	3.0	0	6159.12	21	0	4	7	1388.66
1	6062.28	41.0	4.0	217800	105.32	10	0	5	0	-8744.03
1	13679.64	46.0	0.0	526000	0.0	21	0	4	0	0.0
1	31390.0	36.0	0.0	0	0.0	21	0	2	6	0.0
